"","variable","value"
"1","flash",0.252730554972473
"2","flash",0.269481397139096
"3","flash",0.272493593141762
"4","flash",0.259046748325039
"5","flash",0.279021072723741
"6","flash",0.262317301222864
"7","flash",0.280138121863885
"8","flash",0.291342947612117
"9","flash",0.235148315708013
"10","flash",0.241246836771716
"11","flash",0.264369107948357
"12","flash",0.279762310518629
"13","flash",0.271758607408669
"14","flash",0.272447927451169
"15","flash",0.263379964757791
"16","flash",0.253787097823619
"17","flash",0.257326846584984
"18","flash",0.243492359865331
"19","flash",0.25754545825136
"20","flash",0.260433273088978
"21","flash",0.245379951980801
"22","flash",0.286844117226583
"23","flash",0.276922871290954
"24","flash",0.237818828248168
"25","flash",0.26492748821289
"26","flash",0.253967022975596
"27","flash",0.255421594822102
"28","flash",0.279858144786028
"29","flash",0.259708408542336
"30","flash",0.280981834002372
"31","flash",0.280746748945622
"32","flash",0.239640896707387
"33","flash",0.271652016784373
"34","flash",0.247210392746628
"35","flash",0.283266224008783
"36","flash",0.24997816011975
"37","flash",0.259236472461433
"38","flash",0.26318290856859
"39","flash",0.260797156015245
"40","flash",0.280745413581667
"41","flash",0.282489679286822
"42","flash",0.277171249299914
"43","flash",0.248602810355142
"44","flash",0.266635905725592
"45","flash",0.246971760272137
"46","flash",0.264324786853378
"47","flash",0.266462832828065
"48","flash",0.26907626563826
"49","flash",0.255881991861664
"50","flash",0.250200130792946
"51","flash2",0.356058964598687
"52","flash2",0.462666936701199
"53","flash2",0.391833273071847
"54","flash2",0.367353616108206
"55","flash2",0.390828997277517
"56","flash2",0.398368640672598
"57","flash2",0.419681546519872
"58","flash2",0.35857705601502
"59","flash2",0.418916576224601
"60","flash2",0.367494726385238
"61","flash2",0.357234152667988
"62","flash2",0.36308024677188
"63","flash2",0.428579598122251
"64","flash2",0.414983547376134
"65","flash2",0.383242018179822
"66","flash2",0.382243942961
"67","flash2",0.414530070609899
"68","flash2",0.456016515565591
"69","flash2",0.390088917228148
"70","flash2",0.410286525959462
"71","flash2",0.39644261754325
"72","flash2",0.442455010569561
"73","flash2",0.36062003881556
"74","flash2",0.402759461842219
"75","flash2",0.395439158039443
"76","flash2",0.435810102081487
"77","flash2",0.457175823240119
"78","flash2",0.401028256890614
"79","flash2",0.433593189025845
"80","flash2",0.460260645859787
"81","flash2",0.39377986237373
"82","flash2",0.320960314182143
"83","flash2",0.353797384618393
"84","flash2",0.376321955365775
"85","flash2",0.386667483531335
"86","flash2",0.364387987227129
"87","flash2",0.458784862086896
"88","flash2",0.362085607491275
"89","flash2",0.404404421066281
"90","flash2",0.412431002722626
"91","flash2",0.434754707315876
"92","flash2",0.446688086290764
"93","flash2",0.392103076691473
"94","flash2",0.450807912370881
"95","flash2",0.407718053660673
"96","flash2",0.416513559314631
"97","flash2",0.39613205560021
"98","flash2",0.39950421387436
"99","flash2",0.472449986396929
"100","flash2",0.425232042178152
"101","flash_backfit",0.356068570394672
"102","flash_backfit",0.462673759179987
"103","flash_backfit",0.391828604229651
"104","flash_backfit",0.367361021733012
"105","flash_backfit",0.39081926149514
"106","flash_backfit",0.39837874346444
"107","flash_backfit",0.419682915659484
"108","flash_backfit",0.358576167120147
"109","flash_backfit",0.418912719935022
"110","flash_backfit",0.367513628218684
"111","flash_backfit",0.357218779939806
"112","flash_backfit",0.363084975626151
"113","flash_backfit",0.428588836584119
"114","flash_backfit",0.414970522399448
"115","flash_backfit",0.383233870062301
"116","flash_backfit",0.382239937052514
"117","flash_backfit",0.414532786066141
"118","flash_backfit",0.456011758944045
"119","flash_backfit",0.390099837714938
"120","flash_backfit",0.41029327847499
"121","flash_backfit",0.396439042212008
"122","flash_backfit",0.442447360244287
"123","flash_backfit",0.360596372703587
"124","flash_backfit",0.402796227028148
"125","flash_backfit",0.395448623235233
"126","flash_backfit",0.435815372695293
"127","flash_backfit",0.457163381233025
"128","flash_backfit",0.401039421216736
"129","flash_backfit",0.43359824981533
"130","flash_backfit",0.460257012077959
"131","flash_backfit",0.393779780400732
"132","flash_backfit",0.320969269989023
"133","flash_backfit",0.353796155007091
"134","flash_backfit",0.376321023947193
"135","flash_backfit",0.386675848453563
"136","flash_backfit",0.364375750464618
"137","flash_backfit",0.458777063331671
"138","flash_backfit",0.362069148488326
"139","flash_backfit",0.404413516395558
"140","flash_backfit",0.412430791711494
"141","flash_backfit",0.434777147997777
"142","flash_backfit",0.446674040962597
"143","flash_backfit",0.392097835082243
"144","flash_backfit",0.450807820153639
"145","flash_backfit",0.40771541787658
"146","flash_backfit",0.416512854519985
"147","flash_backfit",0.396142649504754
"148","flash_backfit",0.399513381913649
"149","flash_backfit",0.472463181894112
"150","flash_backfit",0.425228416822553
"151","PMD",0.459470478946275
"152","PMD",0.512755944490388
"153","PMD",0.498545145753148
"154","PMD",0.436100221734801
"155","PMD",0.470089088070166
"156","PMD",0.511639452574315
"157","PMD",0.492668653235757
"158","PMD",0.649402079556992
"159","PMD",0.467090511879045
"160","PMD",0.505814336436286
"161","PMD",0.494931503118964
"162","PMD",0.461585814575452
"163","PMD",0.50796451517621
"164","PMD",0.479896962439027
"165","PMD",0.499394726581953
"166","PMD",0.504515131778059
"167","PMD",0.506213100710511
"168","PMD",0.485507029942681
"169","PMD",0.524426036700266
"170","PMD",0.442928345234309
"171","PMD",0.517858650898956
"172","PMD",0.504249933136992
"173","PMD",0.47556409994571
"174","PMD",0.510223628777633
"175","PMD",0.452143943369479
"176","PMD",0.511324950268658
"177","PMD",0.472203519318673
"178","PMD",0.512974724139488
"179","PMD",0.489970462297185
"180","PMD",0.499361350978278
"181","PMD",0.45586981853216
"182","PMD",0.467398108125598
"183","PMD",0.559409901052795
"184","PMD",0.510064016551597
"185","PMD",0.515816299162287
"186","PMD",0.5139715781404
"187","PMD",0.508085055823642
"188","PMD",0.520795355938975
"189","PMD",0.452536382148581
"190","PMD",0.46317449409583
"191","PMD",0.491463741687055
"192","PMD",0.53137766470989
"193","PMD",0.476044025102455
"194","PMD",0.524776918489192
"195","PMD",0.531407712297715
"196","PMD",0.585280945834302
"197","PMD",0.501304751794857
"198","PMD",0.446131346110586
"199","PMD",0.51360591634044
"200","PMD",0.525576670744572
"201","SSVD",0.389834657468734
"202","SSVD",0.453914120588787
"203","SSVD",0.441798800967216
"204","SSVD",0.470586081076447
"205","SSVD",0.449541732783775
"206","SSVD",0.412991957071656
"207","SSVD",0.451965508546273
"208","SSVD",0.587244718264046
"209","SSVD",0.44474794562222
"210","SSVD",0.498909385495172
"211","SSVD",0.469407372556331
"212","SSVD",0.449426799925908
"213","SSVD",0.710302721917094
"214","SSVD",0.53950354593269
"215","SSVD",0.527991258071234
"216","SSVD",0.451726937923785
"217","SSVD",0.414903651699797
"218","SSVD",0.53120229859573
"219","SSVD",0.469158848654883
"220","SSVD",0.510291548045015
"221","SSVD",0.488337814516286
"222","SSVD",0.54707524777562
"223","SSVD",0.46159109236032
"224","SSVD",0.407955832177367
"225","SSVD",0.485448400080614
"226","SSVD",0.435079495039656
"227","SSVD",0.471681813597681
"228","SSVD",0.534539290529325
"229","SSVD",0.596223510279832
"230","SSVD",0.454446988045395
"231","SSVD",0.393558886241191
"232","SSVD",0.473578186727277
"233","SSVD",0.519469434460229
"234","SSVD",0.700970660767846
"235","SSVD",0.463283303790063
"236","SSVD",0.635954795316729
"237","SSVD",0.480641161120472
"238","SSVD",0.449861212965825
"239","SSVD",0.544779543042159
"240","SSVD",0.536460297818093
"241","SSVD",0.446386035949475
"242","SSVD",0.61762787929345
"243","SSVD",0.506768299108787
"244","SSVD",0.476883664752486
"245","SSVD",0.722811761589661
"246","SSVD",0.545607311056529
"247","SSVD",0.52894644419887
"248","SSVD",0.46366772701674
"249","SSVD",0.398786297954208
"250","SSVD",0.396128956013336
