"","variable","value"
"1","flash",0.07648759380842
"2","flash",0.0736882287200889
"3","flash",0.074808570861424
"4","flash",0.0702473212155718
"5","flash",0.0784346043342024
"6","flash",0.0743602990206307
"7","flash",0.0666674567583156
"8","flash",0.0712423700733168
"9","flash",0.0717605332473238
"10","flash",0.0708235081518982
"11","flash",0.0752225085485864
"12","flash",0.0768409783838591
"13","flash",0.0726094944748417
"14","flash",0.071205232706747
"15","flash",0.0726761322008214
"16","flash",0.0719855798180546
"17","flash",0.0757340568333219
"18","flash",0.0697029896845126
"19","flash",0.0750034405025128
"20","flash",0.0700662188600059
"21","flash",0.0692512489168187
"22","flash",0.0683878227565686
"23","flash",0.0778622248047883
"24","flash",0.0719170899884347
"25","flash",0.0762959179695857
"26","flash",0.0775926143545404
"27","flash",0.0706228074352322
"28","flash",0.0741918040010525
"29","flash",0.074681213253775
"30","flash",0.0752268574151184
"31","flash",0.0761919504675518
"32","flash",0.0710977133713044
"33","flash",0.0673575275149754
"34","flash",0.0744550429807245
"35","flash",0.0706439380246068
"36","flash",0.0728000233313143
"37","flash",0.0710704465848483
"38","flash",0.0711564856773556
"39","flash",0.071153113086173
"40","flash",0.0711016758545462
"41","flash",0.0726360027338304
"42","flash",0.0740032979497972
"43","flash",0.0721346205441098
"44","flash",0.076220957199722
"45","flash",0.0733524279476314
"46","flash",0.077228377457216
"47","flash",0.0736656234399944
"48","flash",0.0690337219970453
"49","flash",0.0776245991835998
"50","flash",0.0753839754207744
"51","flash2",0.0757997253932786
"52","flash2",0.0736808902880218
"53","flash2",0.0747738053934031
"54","flash2",0.0703952964231379
"55","flash2",0.0784464204799698
"56","flash2",0.0746838117055421
"57","flash2",0.0666069617035695
"58","flash2",0.0722128017131809
"59","flash2",0.070422466219369
"60","flash2",0.0709217870035684
"61","flash2",0.075263749906364
"62","flash2",0.076250810471593
"63","flash2",0.0724497503808254
"64","flash2",0.0711128947348202
"65","flash2",0.072248475622644
"66","flash2",0.0720363784504822
"67","flash2",0.0755791929637255
"68","flash2",0.0696594769962864
"69","flash2",0.0731789477060415
"70","flash2",0.0700666056891403
"71","flash2",0.0692429612985055
"72","flash2",0.0684742920006079
"73","flash2",0.0774000467836037
"74","flash2",0.0716146178487989
"75","flash2",0.0763617761002886
"76","flash2",0.0771221395878867
"77","flash2",0.0703793336848876
"78","flash2",0.074191869548342
"79","flash2",0.0747398484504493
"80","flash2",0.0756497649671617
"81","flash2",0.0761373678206241
"82","flash2",0.0712352276392393
"83","flash2",0.0673649727727153
"84","flash2",0.0743104966847818
"85","flash2",0.0707339761058276
"86","flash2",0.0727383815838716
"87","flash2",0.0710983502677081
"88","flash2",0.0704925181495834
"89","flash2",0.0711343111870053
"90","flash2",0.0711754607889742
"91","flash2",0.0726701256375373
"92","flash2",0.0735456683543739
"93","flash2",0.0722097463135015
"94","flash2",0.0763189840263077
"95","flash2",0.0732990219526375
"96","flash2",0.0774027528744417
"97","flash2",0.0736713916864556
"98","flash2",0.0687201807871164
"99","flash2",0.0777049586560358
"100","flash2",0.0756431893014484
"101","flash_backfit",0.0758002873483658
"102","flash_backfit",0.0736808118496088
"103","flash_backfit",0.0747746852491696
"104","flash_backfit",0.0703948709487199
"105","flash_backfit",0.0784463688278793
"106","flash_backfit",0.0746826958515752
"107","flash_backfit",0.0666085359309431
"108","flash_backfit",0.0722129427635642
"109","flash_backfit",0.0703932429394023
"110","flash_backfit",0.0709207126531668
"111","flash_backfit",0.0752662963723587
"112","flash_backfit",0.0762468054168011
"113","flash_backfit",0.0724483801140781
"114","flash_backfit",0.0711134073470071
"115","flash_backfit",0.0722484082730525
"116","flash_backfit",0.0720361436097851
"117","flash_backfit",0.0755814746888674
"118","flash_backfit",0.0696545795065004
"119","flash_backfit",0.0731792886149305
"120","flash_backfit",0.0700681066874174
"121","flash_backfit",0.0692404056742294
"122","flash_backfit",0.0684744237459701
"123","flash_backfit",0.0773972167261385
"124","flash_backfit",0.0716102901339089
"125","flash_backfit",0.0763615453476978
"126","flash_backfit",0.0771227094049149
"127","flash_backfit",0.0703787895742361
"128","flash_backfit",0.074191813113016
"129","flash_backfit",0.0747403752917609
"130","flash_backfit",0.0756498807966926
